Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
1989,01,31,17:39:26,22.279,-107.3041,20.3,5.2,"OFF COAST OF CENTRAL MEXICO",602271566
1989,05,30,13:50:55,17.3861,-94.6554,133.9,5.2,"CHIAPAS, MEXICO",612539455
1990,02,17,01:38:07,16.1395,-97.9016,43.2,5.2,"OAXACA, MEXICO",635218687
1990,03,23,14:07:15,16.1316,-96.2604,59,5.2,"OAXACA, MEXICO",638201235
1990,12,12,16:48:49,14.9213,-94.1416,33.3,5.2,"OFF COAST OF CHIAPAS, MEXICO",661020529
1990,12,30,21:30:30,18.7073,-106.9919,38.4,5.2,"OFF COAST OF JALISCO, MEXICO",662592630
1991,01,17,17:22:58,23.9125,-108.9096,48.5,5.2,"GULF OF CALIFORNIA",664132978
1991,02,18,05:56:05,13.1491,-93.6162,33,5.2,"OFF COAST OF CHIAPAS, MEXICO",666856565
1991,04,07,09:39:38,16.364,-97.5229,40.1,5.2,"OAXACA, MEXICO",671017178
1991,12,26,00:05:01,25.3387,-109.6902,22.9,5.2,"GULF OF CALIFORNIA",693705901
1991,12,26,00:25:37,24.9701,-109.8213,10,5.2,"GULF OF CALIFORNIA",693707137
1992,03,31,20:56:38,17.5121,-101.0983,51.8,5.2,"NEAR COAST OF GUERRERO, MEXICO",702075398
1992,05,25,20:40:31,26.2425,-110.4672,10,5.2,"GULF OF CALIFORNIA",706826431
1994,10,28,09:11:20,14.5511,-103.7336,33,5.2,"OFF COAST OF GUERRERO, MEXICO",783335480
1995,10,06,05:13:28,19.0546,-104.3201,48.6,5.2,"NEAR COAST OF JALISCO, MEXICO",812956408
1995,10,18,23:02:13,19.4178,-104.9311,51.6,5.2,"NEAR COAST OF JALISCO, MEXICO",814057333
1995,12,20,21:52:26,18.5982,-101.0677,76.6,5.2,"GUERRERO, MEXICO",819496346
1996,02,25,14:27:31,16.1774,-97.7113,32.2,5.2,"OAXACA, MEXICO",825258451
1996,03,13,21:04:21,16.836,-98.8543,51,5.2,"NEAR COAST OF GUERRERO, MEXICO",826751061
1996,03,20,18:08:43,16.071,-97.2432,44.5,5.2,"OAXACA, MEXICO",827345323
1996,04,01,06:10:53,14.5785,-93.5607,36.1,5.2,"NEAR COAST OF CHIAPAS, MEXICO",828339053
1997,05,12,04:41:56,18.7759,-107.0949,37.8,5.2,"OFF COAST OF JALISCO, MEXICO",863412116
1997,07,28,10:09:00,25.587,-109.6639,55.6,5.2,"GULF OF CALIFORNIA",870084540
1997,09,15,15:38:24,16.3577,-98.3328,32.8,5.2,"NEAR COAST OF GUERRERO, MEXICO",874337904
1999,01,10,20:36:05,22.86,-107.984,24.6,5.2,"OFF COAST OF CENTRAL MEXICO",916000565
1999,10,08,17:37:50,25.492,-109.5,10,5.2,"GULF OF CALIFORNIA",939404270
2000,04,11,18:35:42,18.215,-102.539,58.7,5.2,"MICHOACAN, MEXICO",955478142
2001,05,04,16:07:58,24.096,-108.671,10,5.2,"GULF OF CALIFORNIA",988992478
2001,05,05,18:06:56,14.794,-93.692,39.9,5.2,"NEAR COAST OF CHIAPAS, MEXICO",989086016
2001,06,16,03:46:20,18.076,-102.676,46.5,5.2,"MICHOACAN, MEXICO",992663180
2001,09,04,03:26:28,16.286,-98.289,24,5.2,"NEAR COAST OF GUERRERO, MEXICO",999573988
2002,06,07,16:02:58,16.05,-96.799,40.7,5.2,"OAXACA, MEXICO",1023465778
2002,08,30,21:11:43,16.842,-100.855,18.7,5.2,"NEAR COAST OF GUERRERO, MEXICO",1030741903
2002,11,04,10:00:48,17.527,-101.4218,37.3,5.2,"NEAR COAST OF GUERRERO, MEXICO",1036404048
2002,11,05,14:05:07,19.146,-104.9414,10,5.2,"NEAR COAST OF JALISCO, MEXICO",1036505107
2002,11,08,23:20:40,16.2622,-98.0308,20,5.2,"NEAR COAST OF GUERRERO, MEXICO",1036797640
2003,01,10,02:07:59,16.9804,-100.2353,28.1,5.2,"NEAR COAST OF GUERRERO, MEXICO",1042164479
2003,03,27,07:44:20,18.0053,-101.8789,33.4,5.2,"GUERRERO, MEXICO",1048751060
2003,11,19,13:50:28,18.0165,-99.3766,72.7,5.2,"GUERRERO, MEXICO",1069249828
2004,01,17,21:13:08,17.8123,-95.5291,107.5,5.2,"OAXACA, MEXICO",1074373988
2004,02,09,00:04:06,23.6702,-108.8434,10,5.2,"GULF OF CALIFORNIA",1076285046
2004,03,03,12:21:29,14.8389,-94.236,23.6,5.2,"OFF COAST OF CHIAPAS, MEXICO",1078316489
2004,05,21,04:09:55,18.1102,-102.9496,25.3,5.2,"MICHOACAN, MEXICO",1085112595
2006,01,04,01:05:08,27.9672,-112.149,10,5.2,"BAJA CALIFORNIA, MEXICO",1136336708
2006,01,20,01:38:37,18.7131,-106.9671,49.3,5.2,"OFF COAST OF JALISCO, MEXICO",1137721117
2006,02,20,10:54:23,18.272,-100.6752,56.8,5.2,"GUERRERO, MEXICO",1140432863
2006,05,28,14:02:54,26.8342,-111.0029,3.2,5.2,"GULF OF CALIFORNIA",1148824974
2006,05,28,14:18:04,26.8379,-111.2364,10,5.2,"GULF OF CALIFORNIA",1148825884
2006,08,26,07:51:58,19.5854,-108.9082,3,5.2,"REVILLA GIGEDO ISLANDS REGION",1156578718
2007,01,02,19:56:44,18.7651,-107.6419,10,5.2,"OFF COAST OF JALISCO, MEXICO",1167767804
2007,02,23,07:12:17,25.9393,-110.5193,10,5.2,"GULF OF CALIFORNIA",1172214737
2007,02,23,07:30:12,25.9962,-110.401,10,5.2,"GULF OF CALIFORNIA",1172215812
2007,02,25,01:18:33,25.9546,-110.4578,10,5.2,"GULF OF CALIFORNIA",1172366313
2007,02,25,15:03:49,26.0888,-110.6599,10,5.2,"GULF OF CALIFORNIA",1172415829
2007,03,28,13:21:36,25.4102,-109.6886,10,5.2,"GULF OF CALIFORNIA",1175088096
2007,05,31,10:11:12,18.7531,-103.9849,15.4,5.2,"NEAR COAST OF MICHOACAN, MEXICO",1180606272
2007,07,28,13:45:26,18.3659,-100.6003,83.3,5.2,"GUERRERO, MEXICO",1185630326
2007,09,02,11:04:47,24.6384,-109.8091,17.4,5.2,"GULF OF CALIFORNIA",1188731087
2007,09,06,03:42:43,19.5453,-105.0188,63.4,5.2,"NEAR COAST OF JALISCO, MEXICO",1189050163
2008,02,10,18:09:31,15.6016,-104.328,10,5.2,"OFF COAST OF MICHOACAN, MEXICO",1202666971
2008,05,17,20:04:11,16.4609,-97.8023,31.7,5.2,"OAXACA, MEXICO",1211054651
2008,10,20,05:01:01,17.3517,-101.0631,10,5.2,"NEAR COAST OF GUERRERO, MEXICO",1224478861
2009,01,31,13:24:58,17.8515,-101.7963,27.2,5.2,"NEAR COAST OF GUERRERO, MEXICO",1233408298
2009,07,03,20:30:36,25.2889,-109.7305,11,5.2,"GULF OF CALIFORNIA",1246653036
2009,08,29,10:42:50,14.728,-93.8007,47,5.2,"NEAR COAST OF CHIAPAS, MEXICO",1251542570
2009,12,12,17:05:19,19.1475,-105.1264,30.3,5.2,"NEAR COAST OF JALISCO, MEXICO",1260637519
2010,04,14,05:16:12,17.9906,-101.7135,48.3,5.2,"NEAR COAST OF GUERRERO, MEXICO",1271222172
2010,04,16,10:01:08,16.2044,-98.3552,23.7,5.2,"NEAR COAST OF GUERRERO, MEXICO",1271412068
2010,06,13,07:48:47,22.797,-107.9545,10,5.2,"OFF COAST OF CENTRAL MEXICO",1276415327
2010,06,25,17:08:59,15.6229,-96.4093,19.3,5.2,"NEAR COAST OF OAXACA, MEXICO",1277485739
2011,06,02,16:29:44,18.6156,-101.4834,64.3,5.2,"GUERRERO, MEXICO",1307032184
2011,11,01,22:29:40,19.6511,-109.1719,26,5.2,"REVILLA GIGEDO ISLANDS REGION",1320186580
2011,12,04,15:35:39,26.2322,-111.7853,14.3,5.2,"GULF OF CALIFORNIA",1323012939
2012,03,20,19:02:41,16.1702,-98.5434,15.8,5.2,"NEAR COAST OF GUERRERO, MEXICO",1332270161
2012,05,07,07:08:08,19.7557,-109.2293,10,5.2,"REVILLA GIGEDO ISLANDS REGION",1336374488
2012,05,27,13:41:59,14.3234,-93.2978,39.3,5.2,"NEAR COAST OF CHIAPAS, MEXICO",1338126119
2012,06,29,13:00:24,14.9168,-93.1562,67.7,5.2,"NEAR COAST OF CHIAPAS, MEXICO",1340974824
2012,07,24,05:25:27,16.3585,-98.2756,11.8,5.2,"NEAR COAST OF GUERRERO, MEXICO",1343107527
2013,03,26,13:12:18,16.2382,-98.1847,16,5.2,"NEAR COAST OF GUERRERO, MEXICO",1364303538
2013,06,11,14:07:44,23.9803,-108.9634,22,5.2,"GULF OF CALIFORNIA",1370959664
2014,02,10,04:09:56,17.9482,-105.0538,10,5.2,"OFF COAST OF JALISCO, MEXICO",1392005396
2014,11,17,14:34:45,18.6173,-106.3739,10,5.2,"OFF COAST OF JALISCO, MEXICO",1416234885
2014,11,27,12:31:13,18.2111,-104.3993,7.8,5.2,"NEAR COAST OF JALISCO, MEXICO",1417091473
2014,12,25,06:45:42,24.4153,-109.0765,10,5.2,"GULF OF CALIFORNIA",1419489942
2015,08,07,06:52:21,24.0986,-108.7964,22,5.2,"GULF OF CALIFORNIA",1438930341
2015,09,11,21:16:13,14.5554,-93.8705,29.2,5.2,"NEAR COAST OF CHIAPAS, MEXICO",1442006173
2015,09,13,08:27:12,24.9529,-109.7119,10,5.2,"GULF OF CALIFORNIA",1442132832
2015,10,25,14:47:51,18.2628,-101.611,42,5.2,"GUERRERO, MEXICO",1445784471
2016,09,15,13:46:43,17.1295,-94.9137,50.9,5.2,"CHIAPAS, MEXICO",1473947203
2017,08,30,08:07:02,12.9148,-101.9624,10,5.2,"NORTHERN EAST PACIFIC RISE",1504080422
2017,09,08,05:24:36,15.2029,-94.5946,49.2,5.2,"NEAR COAST OF OAXACA, MEXICO",1504848276
2017,09,08,05:33:37,15.2843,-94.4082,45.8,5.2,"NEAR COAST OF OAXACA, MEXICO",1504848817
2017,09,08,12:06:19,15.4936,-94.4203,64.6,5.2,"NEAR COAST OF OAXACA, MEXICO",1504872379
2017,09,10,08:39:38,15.7644,-94.5035,57.6,5.2,"NEAR COAST OF OAXACA, MEXICO",1505032778
2017,09,29,04:33:12,14.8536,-94.2936,10,5.2,"OFF COAST OF CHIAPAS, MEXICO",1506659592
2017,11,18,17:07:21,15.063,-94.0823,29.6,5.2,"NEAR COAST OF OAXACA, MEXICO",1511024841
2018,03,20,17:46:55,16.3097,-98.4736,7.1,5.2,"NEAR COAST OF GUERRERO, MEXICO",1521568015
2018,05,21,02:15:18,17.071,-98.6744,36.6,5.2,"GUERRERO, MEXICO",1526868918
2018,06,26,18:02:19,15.6887,-93.9317,81.1,5.2,"NEAR COAST OF CHIAPAS, MEXICO",1530036139
2022,06,18,05:03:18,30.1394,-113.6582,10,5.1,"GULF OF CALIFORNIA",1655528598
2022,02,02,11:42:14,14.2524,-93.4506,10,5.1,"NEAR COAST OF CHIAPAS, MEXICO",1643802134
2021,12,04,08:11:27,24.9588,-109.2894,10,5.1,"GULF OF CALIFORNIA",1638605487
2021,12,14,02:31:32,24.8066,-109.2209,10,5.1,"GULF OF CALIFORNIA",1639449092
2021,08,29,19:29:27,18.0552,-94.9029,122.2,5.1,"BAY OF CAMPECHE",1630265367
2021,07,01,01:13:41,16.8448,-97.8068,10,5.1,"OAXACA, MEXICO",1625102021
2020,02,05,10:43:06,19.8526,-109.3786,10,5.1,"REVILLA GIGEDO ISLANDS REGION",1580899386
2020,01,30,06:47:24,17.0033,-99.944,17,5.1,"GUERRERO, MEXICO",1580366844
1970,04,30,08:59:08,14.56,-93.24,35,5.1,"NEAR COAST OF CHIAPAS, MEXICO",10313948
1970,04,30,19:30:31,15,-94.23,50,5.1,"NEAR COAST OF OAXACA, MEXICO",10351831
1970,05,03,21:39:11,13.3,-93.18,33,5.1,"OFF COAST OF CHIAPAS, MEXICO",10618751
1970,07,10,13:14:53,17.58,-100.96,66,5.1,"GUERRERO, MEXICO",16463693
1970,09,07,18:08:33,19.66,-104.97,68,5.1,"NEAR COAST OF JALISCO, MEXICO",21578913
1970,10,12,20:05:31,29.87,-113.35,7,5.1,"GULF OF CALIFORNIA",24609931
1971,01,19,03:34:17,23.9737,-108.3919,67,5.1,"GULF OF CALIFORNIA",33104057
1971,03,03,00:48:10,17.6292,-99.3486,70.3,5.1,"GUERRERO, MEXICO",36809290
1971,10,27,21:49:19,18.485,-100.2278,71.7,5.1,"GUERRERO, MEXICO",57448159
1972,05,04,06:26:38,15.8016,-93.403,100.2,5.1,"NEAR COAST OF CHIAPAS, MEXICO",73808798
1972,11,25,03:02:22,15.4594,-95.0358,43.4,5.1,"NEAR COAST OF OAXACA, MEXICO",91508542
1973,03,06,22:19:33,27.5424,-112.4808,33,5.1,"BAJA CALIFORNIA, MEXICO",100304373
1973,07,29,16:16:30,19.5794,-103.4278,150,5.1,"JALISCO, MEXICO",112810590
1973,11,05,02:16:07,18.5652,-100.633,74.5,5.1,"GUERRERO, MEXICO",121313767
1974,01,26,05:35:38,18.5759,-103.412,46.9,5.1,"NEAR COAST OF MICHOACAN, MEXICO",128410538
1974,08,12,21:27:15,17.5048,-100.5707,43.6,5.1,"GUERRERO, MEXICO",145574835
1975,01,31,16:14:31,15.4591,-104.5639,44,5.1,"OFF COAST OF MICHOACAN, MEXICO",160416871
1975,04,23,11:46:07,16.2974,-98.828,34,5.1,"NEAR COAST OF GUERRERO, MEXICO",167485567
1975,06,30,22:58:23,18.2758,-102.7894,22.3,5.1,"MICHOACAN, MEXICO",173401103
1975,10,23,01:20:03,17.1814,-93.2987,33,5.1,"CHIAPAS, MEXICO",183259203
1976,02,19,18:31:30,15.9592,-95.0183,24,5.1,"NEAR COAST OF OAXACA, MEXICO",193602690
1976,05,31,14:50:07,19.4583,-100.9316,176.5,5.1,"MICHOACAN, MEXICO",202402207
1976,10,04,06:59:19,20.4834,-99.1527,9.4,5.1,"CENTRAL MEXICO",213260359
1978,04,25,12:56:06,19.2513,-104.0237,38.3,5.1,"NEAR COAST OF JALISCO, MEXICO",262356966
1978,11,26,07:44:01,27.9364,-111.6045,8.7,5.1,"GULF OF CALIFORNIA",280914241
1978,11,30,10:22:44,16.0677,-96.9792,40.3,5.1,"OAXACA, MEXICO",281269364
1979,01,10,04:29:24,15.8838,-96.5562,36.1,5.1,"NEAR COAST OF OAXACA, MEXICO",284790564
1979,01,28,02:22:53,16.849,-98.1068,55.8,5.1,"NEAR COAST OF GUERRERO, MEXICO",286338173
1979,02,28,20:10:20,17.6145,-101.0189,51,5.1,"NEAR COAST OF GUERRERO, MEXICO",289080620
1979,03,22,12:23:16,18.0245,-101.5184,77.3,5.1,"GUERRERO, MEXICO",290953396
1979,03,23,17:21:55,26.7414,-110.8044,10.7,5.1,"GULF OF CALIFORNIA",291057715
1980,01,04,12:46:53,17.6795,-100.9984,59.4,5.1,"GUERRERO, MEXICO",315838013
1980,07,31,04:57:35,16.4019,-97.1393,48.3,5.1,"OAXACA, MEXICO",333867455
1980,08,04,00:22:51,16.0856,-95.8513,46.2,5.1,"OAXACA, MEXICO",334196571
1980,08,11,06:57:44,15.6,-99.2,5,5.1,"OFF COAST OF GUERRERO, MEXICO",334825064
1980,08,12,22:35:41,16.7,-100.3,5,5.1,"NEAR COAST OF GUERRERO, MEXICO",334967741
1980,09,20,22:48:57,14.9547,-93.1649,111.2,5.1,"NEAR COAST OF CHIAPAS, MEXICO",338338137
1980,11,22,03:45:41,19.8404,-100.1573,5,5.1,"MICHOACAN, MEXICO",343712741
1981,02,01,15:56:01,16.7,-101.9,10,5.1,"NEAR COAST OF GUERRERO, MEXICO",349890961
1981,02,14,01:03:43,15.1256,-95.5888,10,5.1,"NEAR COAST OF OAXACA, MEXICO",350960623
1981,02,21,01:54:48,18.4,-103,10,5.1,"NEAR COAST OF MICHOACAN, MEXICO",351568488
1981,06,13,03:37:56,14.6986,-98.5833,29,5.1,"OFF COAST OF GUERRERO, MEXICO",361251476
1981,06,19,07:42:01,17.1312,-99.9888,10,5.1,"GUERRERO, MEXICO",361784521
1981,07,21,09:14:22,16.3968,-98.3797,46.1,5.1,"NEAR COAST OF GUERRERO, MEXICO",364554862
1981,10,09,04:09:40,23.8307,-108.8213,27.1,5.1,"GULF OF CALIFORNIA",371448580
1981,10,22,00:04:42,16,-102.6,5,5.1,"OFF COAST OF GUERRERO, MEXICO",372557082
1981,11,01,23:18:35,18.0834,-101.8436,55.8,5.1,"GUERRERO, MEXICO",373504715
1982,01,12,15:55:48,16.7,-103,5,5.1,"OFF COAST OF MICHOACAN, MEXICO",379698948
1982,07,07,09:17:56,15.7336,-94.3206,148.7,5.1,"NEAR COAST OF OAXACA, MEXICO",394881476
1982,10,25,14:56:32,18.5332,-105.9375,45.8,5.1,"OFF COAST OF JALISCO, MEXICO",404405792
1982,11,28,20:47:47,16.6481,-98.5611,37.3,5.1,"NEAR COAST OF GUERRERO, MEXICO",407364467
1982,12,08,13:02:52,22.7077,-106.8175,62,5.1,"NEAR COAST OF CENTRAL MEXICO",408200572
1983,05,07,07:00:04,16.1118,-95.2466,56.6,5.1,"OAXACA, MEXICO",421138804
1983,05,10,11:11:07,19.957,-109.138,10,5.1,"REVILLA GIGEDO ISLANDS REGION",421413067
1983,09,18,10:46:56,16.8928,-93.7737,148.5,5.1,"CHIAPAS, MEXICO",432730016
1983,11,25,09:23:29,24.2357,-108.8211,41.7,5.1,"GULF OF CALIFORNIA",438600209
1984,08,17,15:58:44,15.2,-97.4,5,5.1,"NEAR COAST OF OAXACA, MEXICO",461606324
1984,08,29,00:18:32,16.8811,-98.2203,60.2,5.1,"NEAR COAST OF GUERRERO, MEXICO",462586712
1984,09,01,23:11:13,17.3169,-93.9234,161.9,5.1,"CHIAPAS, MEXICO",462928273
1984,10,11,04:24:39,15.544,-94.6248,49.3,5.1,"NEAR COAST OF OAXACA, MEXICO",466316679
1984,10,19,23:00:01,16.75,-98.2794,46.3,5.1,"NEAR COAST OF GUERRERO, MEXICO",467074801
1984,10,25,08:15:48,26.2278,-110.3963,23.9,5.1,"GULF OF CALIFORNIA",467540148
1985,01,15,12:00:14,16.5992,-97.9831,48.2,5.1,"OAXACA, MEXICO",474638414
1985,02,10,16:35:50,16.5002,-94.8789,84.3,5.1,"OAXACA, MEXICO",476901350
1985,08,24,20:27:20,21.9677,-108.3618,51.3,5.1,"REVILLA GIGEDO ISLANDS REGION",493763240
1985,09,28,03:52:49,17.3575,-101.117,50.4,5.1,"NEAR COAST OF GUERRERO, MEXICO",496727569
1986,01,12,16:51:32,18.5143,-101.7605,90.1,5.1,"GUERRERO, MEXICO",505932692
1986,03,24,19:43:24,18.1465,-113.533,10,5.1,"REVILLA GIGEDO ISLANDS REGION",512077404
1986,06,11,21:39:50,18.3935,-100.5207,75.3,5.1,"GUERRERO, MEXICO",518909990
1986,12,04,12:35:33,15.7987,-94.8154,45.3,5.1,"NEAR COAST OF OAXACA, MEXICO",534083733
1986,12,05,15:11:27,15.4839,-95.1351,33,5.1,"NEAR COAST OF OAXACA, MEXICO",534179487
1987,07,03,09:52:57,24.0806,-108.79,10,5.1,"GULF OF CALIFORNIA",552304377
1987,07,22,08:23:04,15.7106,-93.4003,108.9,5.1,"NEAR COAST OF CHIAPAS, MEXICO",553940584
1987,09,01,13:51:21,16.2783,-95.8464,36,5.1,"OAXACA, MEXICO",557502681
1988,03,31,07:34:28,18.1995,-97.778,58.1,5.1,"CENTRAL MEXICO",575796868
1988,06,08,21:18:05,16.5823,-98.7161,45.2,5.1,"NEAR COAST OF GUERRERO, MEXICO",581807885
1989,02,10,23:42:29,21.5692,-108.2377,10,5.1,"REVILLA GIGEDO ISLANDS REGION",603157349
1989,04,19,14:48:57,17.9067,-105.2107,10,5.1,"OFF COAST OF JALISCO, MEXICO",609000537
1989,10,22,01:42:05,26.2602,-110.3283,10,5.1,"GULF OF CALIFORNIA",625023725
1989,11,09,08:36:37,16.7865,-99.5515,10,5.1,"NEAR COAST OF GUERRERO, MEXICO",626603797
1989,11,26,19:01:00,25.9157,-110.0513,10,5.1,"GULF OF CALIFORNIA",628110060
1990,08,10,11:23:32,15.9429,-93.9653,78.8,5.1,"NEAR COAST OF CHIAPAS, MEXICO",650287412
1990,10,29,02:21:29,18.9494,-101.9811,104.6,5.1,"GUERRERO, MEXICO",657166889
1991,04,01,09:01:31,16.3453,-98.0951,40.5,5.1,"NEAR COAST OF GUERRERO, MEXICO",670496491
1992,02,12,11:56:56,17.8911,-101.5266,51.3,5.1,"NEAR COAST OF GUERRERO, MEXICO",697895816
1992,12,17,09:19:19,18.4355,-105.4621,33,5.1,"OFF COAST OF JALISCO, MEXICO",724583959
1993,03,20,17:41:49,18.7445,-103.2893,64.8,5.1,"NEAR COAST OF MICHOACAN, MEXICO",732649309
1993,08,07,06:11:54,18.103,-105.6352,40.3,5.1,"OFF COAST OF JALISCO, MEXICO",744703914
1993,09,19,05:01:15,14.4849,-93.1613,32.6,5.1,"NEAR COAST OF CHIAPAS, MEXICO",748414875
1994,03,12,23:46:00,16.7855,-94.2799,100.6,5.1,"OAXACA, MEXICO",763515960
1994,10,31,17:22:56,15.4531,-93.7262,60.1,5.1,"NEAR COAST OF CHIAPAS, MEXICO",783624176
1994,12,13,10:02:53,16.2147,-98.4339,24.6,5.1,"NEAR COAST OF GUERRERO, MEXICO",787312973
1994,12,19,08:41:30,15.4822,-94.6761,42.4,5.1,"NEAR COAST OF OAXACA, MEXICO",787826490
1995,09,10,06:02:56,14.9849,-94.1272,10.5,5.1,"OFF COAST OF CHIAPAS, MEXICO",810712976
1995,09,16,03:20:08,16.7227,-98.2724,41.5,5.1,"NEAR COAST OF GUERRERO, MEXICO",811221608
1995,10,10,00:06:16,18.9262,-104.0202,33,5.1,"NEAR COAST OF JALISCO, MEXICO",813283576
1996,02,25,04:17:11,16.1239,-97.8498,43.5,5.1,"OAXACA, MEXICO",825221831
1996,02,26,01:37:32,15.9511,-97.8104,14.4,5.1,"NEAR COAST OF OAXACA, MEXICO",825298652
1996,02,26,07:33:35,15.7768,-97.6362,14.9,5.1,"NEAR COAST OF OAXACA, MEXICO",825320015
1996,04,01,05:06:10,14.672,-93.4985,37.2,5.1,"NEAR COAST OF CHIAPAS, MEXICO",828335170
1997,01,21,21:19:58,16.333,-98.1562,30,5.1,"NEAR COAST OF GUERRERO, MEXICO",853881598
1997,04,03,21:22:29,18.0542,-98.2723,65,5.1,"CENTRAL MEXICO",860102549
1997,12,16,11:44:07,16.3281,-98.7079,30.3,5.1,"NEAR COAST OF GUERRERO, MEXICO",882272647
1997,12,22,05:22:06,17.3108,-101.0361,10,5.1,"NEAR COAST OF GUERRERO, MEXICO",882768126
1998,07,12,08:11:27,16.9476,-100.3247,28,5.1,"NEAR COAST OF GUERRERO, MEXICO",900231087
1999,02,14,17:17:28,21.656,-106.656,36.1,5.1,"OFF COAST OF CENTRAL MEXICO",919012648
2000,04,13,15:54:14,15.321,-95.616,22.9,5.1,"NEAR COAST OF OAXACA, MEXICO",955641254
2001,03,06,21:57:54,17.144,-100.035,40.2,5.1,"GUERRERO, MEXICO",983915874
2001,10,29,05:23:10,17.049,-100.108,8.2,5.1,"GUERRERO, MEXICO",1004332990
2002,04,08,23:55:27,15.569,-94.694,45,5.1,"NEAR COAST OF OAXACA, MEXICO",1018310127
2002,04,18,11:00:39,17.164,-101.232,21.9,5.1,"NEAR COAST OF GUERRERO, MEXICO",1019127639
2002,05,28,21:33:54,16.429,-99.421,1.2,5.1,"NEAR COAST OF GUERRERO, MEXICO",1022621634
2002,09,27,07:04:55,17.324,-100.431,29.6,5.1,"GUERRERO, MEXICO",1033110295
2002,12,25,01:43:33,15.4232,-104.489,10,5.1,"OFF COAST OF MICHOACAN, MEXICO",1040780613
2003,01,22,02:28:55,18.378,-104.4756,10,5.1,"NEAR COAST OF JALISCO, MEXICO",1043202535
2003,07,21,23:53:42,18.5836,-101.0469,71.2,5.1,"GUERRERO, MEXICO",1058831622
2004,01,13,19:50:17,16.0716,-97.0515,28.2,5.1,"OAXACA, MEXICO",1074023417
2004,02,06,19:11:31,18.1703,-102.8453,27.8,5.1,"MICHOACAN, MEXICO",1076094691
2004,02,09,00:01:43,23.6866,-108.847,10,5.1,"GULF OF CALIFORNIA",1076284903
2004,03,13,14:02:28,18.0927,-103.4097,31.9,5.1,"NEAR COAST OF MICHOACAN, MEXICO",1079186548
2004,05,15,20:11:07,14.3626,-93.2365,33,5.1,"NEAR COAST OF CHIAPAS, MEXICO",1084651867
2004,11,15,02:51:21,16.1194,-98.4887,33,5.1,"NEAR COAST OF GUERRERO, MEXICO",1100487081
2004,12,10,10:32:23,15.3542,-97.0777,29.7,5.1,"NEAR COAST OF OAXACA, MEXICO",1102674743
2005,03,20,19:12:32,15.3367,-95.7753,12,5.1,"NEAR COAST OF OAXACA, MEXICO",1111345952
2005,04,01,07:20:07,14.3159,-93.119,22.3,5.1,"NEAR COAST OF CHIAPAS, MEXICO",1112340007
2005,10,24,01:23:54,17.797,-105.8684,10,5.1,"OFF COAST OF JALISCO, MEXICO",1130117034
2006,08,10,07:53:10,15.076,-94.4737,10,5.1,"NEAR COAST OF OAXACA, MEXICO",1155196390
2006,08,26,08:06:17,19.4932,-108.9263,10,5.1,"REVILLA GIGEDO ISLANDS REGION",1156579577
2006,11,08,17:18:49,16.3568,-96.2013,42.3,5.1,"OAXACA, MEXICO",1163006329
2007,04,28,13:56:34,16.9492,-99.7862,25,5.1,"NEAR COAST OF GUERRERO, MEXICO",1177768594
2007,08,26,17:18:47,16.3833,-97.8874,7.1,5.1,"OAXACA, MEXICO",1188148727
2007,09,10,00:20:20,24.8221,-109.6968,26.3,5.1,"GULF OF CALIFORNIA",1189383620
2007,10,16,20:25:07,14.5211,-93.1225,52.8,5.1,"NEAR COAST OF CHIAPAS, MEXICO",1192566307
2008,02,11,22:20:36,16.5158,-93.8128,102.6,5.1,"CHIAPAS, MEXICO",1202768436
2008,06,22,01:32:07,16.7939,-93.8747,134.8,5.1,"CHIAPAS, MEXICO",1214098327
2008,09,26,03:39:22,17.7226,-105.7776,16,5.1,"OFF COAST OF JALISCO, MEXICO",1222400362
2009,01,19,23:50:47,22.8031,-111.1271,10,5.1,"OFF W. COAST OF BAJA CALIFORNIA",1232409047
2009,03,27,17:53:02,18.625,-107.2865,10,5.1,"OFF COAST OF JALISCO, MEXICO",1238176382
2009,04,11,09:22:10,18.0879,-102.2643,30,5.1,"MICHOACAN, MEXICO",1239441730
2009,05,17,06:15:10,19.2886,-108.2601,10,5.1,"REVILLA GIGEDO ISLANDS REGION",1242540910
2009,07,11,15:34:22,22.867,-108.0089,10,5.1,"OFF COAST OF CENTRAL MEXICO",1247326462
2009,07,12,03:01:14,25.0586,-106.8148,32.4,5.1,"NORTHERN MEXICO",1247367674
2009,08,30,09:19:46,14.6505,-93.7685,25,5.1,"NEAR COAST OF CHIAPAS, MEXICO",1251623986
2009,09,08,05:14:30,17.5962,-95.7023,102.9,5.1,"OAXACA, MEXICO",1252386870
2009,12,08,19:33:59,19.066,-105.1664,23.5,5.1,"NEAR COAST OF JALISCO, MEXICO",1260300839
2009,12,13,16:59:15,26.3493,-110.5833,27,5.1,"GULF OF CALIFORNIA",1260723555
2010,05,25,23:36:13,17.2226,-101.0556,8.4,5.1,"NEAR COAST OF GUERRERO, MEXICO",1274830573
2010,06,13,08:41:22,22.9915,-107.7823,10,5.1,"OFF COAST OF CENTRAL MEXICO",1276418482
2010,09,15,06:05:46,15.641,-93.3886,100.9,5.1,"NEAR COAST OF CHIAPAS, MEXICO",1284530746
2010,09,15,12:29:28,21.2204,-106.2317,28,5.1,"OFF COAST OF CENTRAL MEXICO",1284553768
